EmployeeID,Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,PromotionScore,promoted
7921,24,BSC,14,7,11,24,95.34,65.17,1
7922,64,BBA,20,17,3,23,64.07,55.43,0
7923,37,MSC,65,19,6,13,88.77,68.25,1
7924,58,MSC,47,18,10,15,51.44,51.63,0
7925,48,BBA,74,11,1,21,88.96,73.03,1
7926,44,B.Tech,27,16,1,6,82.76,40.94,0
7927,36,BSC,99,17,0,13,83.54,79.41,1
7928,49,B.Tech,78,7,4,17,84.66,73.06,1
7929,36,BBA,43,9,11,5,77.18,58.3,0
7930,37,BBA,88,19,7,29,96.26,100.66,1
7931,37,MBA,86,10,10,24,62.46,74.62,1
7932,47,MSC,36,18,12,29,57.58,56.25,0
7933,45,BSC,17,16,3,19,63.55,45.56,0
7934,60,MBA,20,3,5,29,87.26,57.6,0
7935,50,B.Tech,26,2,6,23,57.06,53.84,0
7936,21,MSC,85,4,5,1,55.35,67.97,1
7937,23,MBA,97,8,3,25,62.75,81.83,1
7938,45,MSC,8,9,14,11,50.39,33.02,0
7939,25,PhD,10,9,11,28,52.94,34.25,0
7940,63,MBA,95,16,14,3,64.27,63.5,1
7941,44,BSC,74,11,2,20,62.88,68.64,1
7942,26,BSC,81,16,13,23,51.02,71.2,1
7943,39,PhD,6,8,11,18,86.32,51.17,0
7944,45,B.Tech,86,17,3,17,68.15,67.63,1
7945,38,BSC,72,12,10,8,56.64,53.71,0
7946,41,BSC,41,18,1,25,93.31,64.28,1
7947,42,BBA,70,13,1,10,78.55,57.8,0
7948,21,MBA,49,6,0,28,64.1,52.3,0
7949,54,MSC,85,19,8,22,88.67,92.13,1
7950,35,BSC,30,4,7,11,69.95,47.48,0
7951,25,B.Tech,68,15,0,2,68.24,62.38,1
7952,60,B.Tech,70,5,1,3,61.64,63.29,1
7953,60,BBA,80,19,14,22,94.41,80.95,1
7954,50,BSC,66,0,4,15,69.71,76.27,1
7955,24,MSC,88,15,6,8,85.07,67.29,1
7956,33,B.Tech,74,3,6,18,85.82,81.01,1
7957,31,B.Tech,10,16,7,3,80.46,36.68,0
7958,34,MSC,17,2,4,16,89.45,61.22,1
7959,57,MSC,52,14,6,3,51.72,50.42,0
7960,29,BSC,47,6,13,9,52.39,54.98,0
7961,28,B.Tech,59,8,10,13,53.87,49.23,0
7962,22,BBA,89,0,8,29,82.26,96.95,1
7963,45,BSC,73,6,3,4,75.94,65.68,1
7964,31,M.Tech,13,14,12,9,51.58,28.78,0
7965,56,MSC,70,12,7,3,53.39,52.15,0
7966,21,MBA,9,11,2,21,77.51,39.62,0
7967,63,MBA,39,10,4,7,55.71,50.84,0
7968,34,PhD,16,16,0,19,67.57,35.4,0
7969,21,BSC,40,14,3,21,78.97,66.35,1
7970,48,MBA,8,15,12,7,93.09,58.91,0
7971,46,BSC,61,0,10,12,61.77,61.81,1
7972,27,BSC,64,5,13,9,62.06,55.1,0
7973,55,MBA,35,3,13,21,99.99,78.76,1
7974,63,PhD,87,7,12,18,91.15,83.01,1
7975,52,MBA,57,19,11,26,96.73,85.12,1
7976,47,M.Tech,29,19,0,2,83.52,56.62,0
7977,57,MSC,57,13,14,6,97.24,81.31,1
7978,24,B.Tech,54,3,12,19,54.95,53.49,0
7979,56,BSC,66,19,1,28,85.57,77.72,1
7980,35,MSC,35,2,4,29,62.25,54.18,0
7981,49,MSC,94,8,13,14,77.23,90.31,1
7982,38,BSC,23,8,4,6,62.45,43.33,0
7983,55,B.Tech,14,4,0,12,86.72,52.27,0
7984,61,M.Tech,14,4,2,11,55.45,32.05,0
7985,37,BSC,57,8,1,18,85.95,75.25,1
7986,64,B.Tech,63,18,0,16,79.07,65.52,1
7987,46,BBA,32,13,14,19,73.63,55.21,0
7988,56,B.Tech,64,13,5,24,83.23,82.77,1
7989,42,M.Tech,33,12,7,4,55.35,48.57,0
7990,30,BSC,84,18,0,11,84.17,76.76,1
7991,49,BSC,56,17,4,10,57.83,49.94,0
7992,32,B.Tech,24,15,8,4,79.63,46.03,0
7993,50,MSC,73,7,0,1,97.79,74.83,1
7994,61,PhD,83,3,11,17,93.48,97.65,1
7995,41,BSC,31,17,13,15,97.5,54.43,0
7996,54,BBA,86,7,11,2,74.56,64.47,1
7997,57,MBA,37,18,12,13,86.7,60.67,1
7998,22,MBA,33,9,11,7,62.71,44.47,0
7999,22,PhD,72,7,7,26,81.76,78.77,1
8000,45,BBA,73,9,5,1,76.58,63.55,1
8001,28,MBA,30,3,4,5,66.14,46.39,0
8002,25,BBA,46,5,7,26,99.43,75.1,1
8003,34,BSC,75,19,14,13,82.75,64.47,1
8004,33,B.Tech,9,18,2,18,87.6,44.25,0
8005,41,M.Tech,93,0,10,29,89.7,92.56,1
8006,62,MBA,8,8,6,12,75.17,54.59,0
8007,45,B.Tech,29,15,5,6,84.65,51.05,0
8008,55,BBA,10,14,4,17,55.14,47.31,0
8009,49,M.Tech,56,6,13,13,86.23,71.59,1
8010,27,MBA,43,15,10,12,64.76,50.24,0
8011,41,M.Tech,74,18,14,7,96.66,75.45,1
8012,38,PhD,28,12,6,4,89.24,50.17,0
8013,36,MSC,63,13,1,17,79.34,67.37,1
8014,24,BSC,42,16,12,15,60.1,45.79,0
8015,51,MBA,44,15,5,14,91.25,62.53,1
8016,34,MBA,11,15,8,5,67.62,46.93,0
8017,49,PhD,34,5,13,13,92.89,61.4,1
8018,48,BBA,67,13,7,20,55.98,65.1,1
8019,41,B.Tech,98,13,14,8,70.47,75.87,1
8020,32,PhD,45,0,4,23,87.74,70.31,1
8021,42,BBA,59,19,0,13,53.0,49.5,0
8022,40,BSC,85,17,2,23,95.26,92.41,1
8023,63,PhD,3,10,8,1,99.25,50.54,0
8024,26,BSC,96,0,0,8,78.6,87.02,1
8025,26,PhD,47,9,8,5,72.19,60.76,1
8026,48,BSC,75,2,12,3,76.16,77.39,1
8027,32,MSC,10,16,2,14,90.83,47.41,0
8028,38,BSC,69,0,5,28,78.9,73.88,1
8029,44,MSC,15,13,12,7,78.94,54.42,0
8030,47,BBA,45,1,1,10,50.93,47.7,0
8031,64,BBA,85,2,3,23,68.29,84.19,1
8032,46,B.Tech,11,0,9,18,52.61,35.31,0
8033,39,MBA,94,5,0,8,95.5,75.34,1
8034,63,MSC,73,17,8,8,60.26,57.56,0
8035,40,MBA,42,19,4,17,95.96,62.37,1
8036,49,M.Tech,33,2,5,7,69.56,42.26,0
8037,48,M.Tech,97,13,5,16,85.86,93.43,1
8038,60,MSC,55,10,5,18,70.62,72.06,1
8039,51,B.Tech,33,17,8,9,81.26,57.99,0
8040,63,MSC,67,12,6,15,52.8,71.02,1
8041,62,M.Tech,40,11,14,9,84.69,57.01,0
8042,45,M.Tech,99,0,11,15,74.33,75.26,1
8043,32,B.Tech,79,19,3,4,71.66,68.62,1
8044,26,BBA,67,3,8,19,95.5,76.97,1
8045,51,B.Tech,22,12,12,26,82.41,51.79,0
8046,50,MSC,51,13,0,21,51.67,54.53,0
8047,43,MBA,56,6,13,17,65.13,74.38,1
8048,21,MBA,62,8,0,23,76.95,66.26,1
8049,29,MSC,43,6,11,9,84.42,51.66,0
8050,55,MSC,46,15,7,20,59.44,63.92,1
8051,45,MSC,27,4,6,24,71.37,66.17,1
8052,31,M.Tech,2,3,0,10,55.71,38.4,0
8053,35,PhD,77,3,11,5,66.17,71.29,1
8054,25,PhD,69,11,14,10,90.44,78.84,1
8055,54,MSC,96,7,9,16,79.72,81.59,1
8056,62,M.Tech,53,15,11,9,71.57,57.83,0
8057,39,MBA,57,2,0,28,81.15,70.36,1
8058,54,BSC,66,18,7,10,93.21,72.29,1
8059,44,M.Tech,2,0,3,8,67.83,45.91,0
8060,64,PhD,96,5,2,19,64.31,75.6,1
8061,23,M.Tech,11,9,13,14,73.42,43.67,0
8062,58,MSC,91,4,12,24,52.86,79.88,1
8063,45,M.Tech,23,11,9,21,72.56,48.49,0
8064,50,B.Tech,62,0,3,6,76.91,60.83,1
8065,51,BBA,38,7,1,13,89.67,53.7,0
8066,29,PhD,42,15,3,4,98.73,51.22,0
8067,44,MSC,79,3,11,18,80.28,72.31,1
8068,23,PhD,92,5,5,25,78.05,76.04,1
8069,51,BBA,74,16,11,13,72.25,79.25,1
8070,46,M.Tech,78,2,10,13,81.41,79.38,1
8071,22,MSC,86,15,8,3,71.72,66.15,1
8072,60,M.Tech,92,2,7,26,89.03,84.49,1
8073,60,B.Tech,24,19,3,9,96.12,50.02,0
8074,27,BSC,4,2,14,2,83.98,53.16,0
8075,57,BSC,15,1,14,6,55.78,48.66,0
8076,48,BSC,55,11,4,23,57.43,60.86,1
8077,27,PhD,70,15,6,12,84.38,74.8,1
8078,44,BSC,8,11,14,19,97.41,63.93,1
8079,21,BBA,86,11,14,11,86.9,86.57,1
8080,45,MBA,2,1,10,27,72.27,51.67,0
8081,28,PhD,51,3,6,22,56.58,49.66,0
8082,29,BBA,83,18,6,5,56.43,61.77,1
8083,57,MSC,82,0,12,8,59.78,76.02,1
8084,54,B.Tech,20,1,1,1,81.04,51.51,0
8085,54,BBA,45,4,14,12,87.76,62.89,1
8086,26,B.Tech,64,9,2,8,86.71,57.1,0
8087,23,M.Tech,68,10,11,27,56.21,58.3,0
8088,22,M.Tech,92,12,7,20,77.0,87.32,1
8089,53,M.Tech,38,16,9,10,71.14,54.24,0
8090,41,MSC,36,1,9,14,93.85,70.88,1
8091,62,BSC,87,0,10,28,87.33,97.95,1
8092,36,BSC,71,11,13,3,90.63,76.46,1
8093,36,MSC,80,18,5,8,56.95,57.23,0
8094,62,B.Tech,30,11,13,26,95.93,73.61,1
8095,49,MSC,14,5,3,1,65.48,32.06,0
8096,61,MSC,77,2,2,27,67.34,85.26,1
8097,57,B.Tech,65,11,6,24,76.86,65.03,1
8098,50,BBA,80,1,4,9,90.22,81.59,1
8099,24,B.Tech,70,9,5,19,61.0,71.96,1
8100,57,BSC,74,11,10,7,96.68,81.42,1
8101,33,MBA,90,19,10,15,81.36,74.72,1
8102,24,MSC,25,5,14,29,54.93,53.8,0
8103,26,MSC,19,19,13,24,84.92,59.3,0
8104,27,B.Tech,13,14,14,10,82.15,56.54,0
8105,40,PhD,10,18,10,21,83.2,52.58,0
8106,62,MBA,85,11,6,15,64.79,83.41,1
8107,57,B.Tech,34,17,6,22,80.32,61.93,1
8108,28,B.Tech,73,16,9,12,81.85,79.69,1
8109,52,MBA,46,6,0,1,92.46,58.12,0
8110,63,B.Tech,4,1,0,25,89.76,57.62,0
8111,48,B.Tech,72,0,3,8,96.31,81.04,1
8112,60,PhD,48,12,1,19,94.42,67.48,1
8113,40,BSC,64,9,11,16,58.59,70.11,1
8114,49,BBA,70,1,14,28,89.01,78.71,1
8115,28,M.Tech,34,18,4,23,95.56,67.18,1
8116,26,M.Tech,47,8,14,28,90.76,74.6,1
8117,24,BSC,12,0,3,15,56.39,47.03,0
8118,37,B.Tech,80,10,11,21,66.22,76.84,1
8119,26,PhD,31,5,6,10,70.38,56.8,0
8120,52,B.Tech,98,9,10,19,62.84,79.11,1
8121,25,MSC,83,19,2,3,66.97,67.3,1
8122,57,MSC,30,17,5,11,74.25,52.41,0
8123,25,MBA,42,6,1,28,61.79,63.41,1
8124,28,MSC,96,19,13,11,54.88,64.09,1
8125,26,PhD,25,3,11,8,73.92,46.11,0
8126,27,MBA,90,3,14,14,88.72,80.57,1
8127,33,MBA,21,16,8,5,53.85,29.74,0
8128,54,BBA,2,11,9,15,56.33,43.46,0
8129,41,BBA,78,12,8,16,83.49,85.72,1
8130,38,MBA,61,14,12,10,93.88,73.42,1
8131,51,B.Tech,68,13,13,5,79.08,63.84,1
8132,52,BSC,29,6,4,5,86.93,50.75,0
8133,27,MSC,97,3,9,26,50.09,83.7,1
8134,37,MSC,73,2,1,10,67.33,68.64,1
8135,52,MBA,32,15,2,4,98.12,49.29,0
8136,56,MBA,65,7,12,23,57.18,73.1,1
8137,42,MBA,94,3,1,1,53.06,67.35,1
8138,39,M.Tech,6,4,13,13,95.48,51.01,0
8139,47,MBA,44,2,5,8,94.85,75.51,1
8140,33,BSC,95,14,8,13,52.82,60.12,1
8141,34,B.Tech,63,8,9,11,97.23,76.81,1
8142,36,BSC,69,11,10,21,69.98,78.47,1
8143,31,M.Tech,30,12,11,19,68.0,57.93,0
8144,38,MSC,79,14,9,9,78.42,65.52,1
8145,64,BBA,47,4,5,17,98.92,71.54,1
8146,64,M.Tech,36,17,4,17,61.87,50.89,0
8147,60,MBA,70,13,10,19,70.14,80.86,1
8148,46,M.Tech,39,10,0,13,87.22,50.16,0
8149,29,MBA,45,2,8,9,86.0,69.37,1
8150,34,MSC,24,1,6,22,76.82,55.91,0
8151,58,B.Tech,32,6,3,8,58.16,48.11,0
8152,26,MSC,97,18,8,4,74.09,81.95,1
8153,63,BSC,58,3,6,26,74.89,74.85,1
8154,23,MBA,27,12,9,14,90.99,47.61,0
8155,47,MBA,41,12,9,19,54.92,53.81,0
8156,47,BSC,89,4,9,1,77.22,82.26,1
8157,52,PhD,58,0,0,15,94.16,66.53,1
8158,32,BBA,37,8,13,20,58.52,61.48,1
8159,57,B.Tech,92,14,0,21,81.88,82.34,1
8160,43,MBA,43,7,14,21,94.83,64.94,1
8161,26,MSC,16,12,9,22,84.23,47.08,0
8162,30,PhD,48,7,4,27,63.64,52.84,0
8163,62,B.Tech,57,18,4,7,52.85,46.58,0
8164,57,M.Tech,17,6,1,2,62.04,43.68,0
8165,27,MSC,68,19,10,23,79.14,80.71,1
8166,42,BBA,57,16,6,18,66.37,57.48,0
8167,52,BBA,2,10,7,12,95.58,55.26,0
8168,39,BSC,70,10,3,10,61.08,65.61,1
8169,22,M.Tech,87,11,1,18,51.8,65.28,1
8170,60,M.Tech,81,19,9,5,70.13,59.54,0
8171,47,MSC,42,8,0,9,83.7,52.99,0
8172,41,PhD,23,11,9,21,83.82,60.24,1
8173,44,B.Tech,56,15,14,27,62.78,72.05,1
8174,55,BSC,66,4,8,6,55.27,56.44,0
8175,52,M.Tech,2,4,14,4,55.13,42.05,0
8176,25,MSC,37,17,11,13,54.12,38.12,0
8177,37,M.Tech,64,9,1,24,81.84,71.85,1
8178,43,MSC,84,5,10,14,93.91,85.75,1
8179,60,BBA,68,11,8,16,93.06,84.88,1
8180,57,M.Tech,7,12,0,19,62.21,47.81,0
8181,55,M.Tech,15,14,6,9,66.78,35.84,0
8182,63,PhD,30,16,0,18,96.52,65.45,1
8183,23,PhD,5,11,10,5,97.97,48.63,0
8184,55,MSC,76,12,3,14,76.91,81.22,1
8185,50,MBA,20,1,11,24,63.03,59.71,0
8186,22,M.Tech,64,7,4,5,92.92,71.6,1
8187,32,PhD,23,12,11,13,68.43,46.74,0
8188,35,B.Tech,96,17,13,5,86.77,85.08,1
8189,59,B.Tech,29,0,2,14,81.33,66.25,1
8190,59,BBA,52,16,4,11,82.53,69.38,1
8191,50,BBA,24,9,5,21,82.0,54.91,0
8192,30,B.Tech,59,18,1,8,95.36,73.16,1
8193,42,BSC,9,17,0,9,50.45,23.57,0
8194,29,MSC,11,8,11,16,81.11,41.04,0
8195,52,M.Tech,34,2,4,29,83.23,75.95,1
8196,33,PhD,93,17,7,9,74.92,78.67,1
8197,29,MBA,62,0,7,8,57.09,64.17,1
8198,46,BSC,3,9,13,1,79.87,33.74,0
8199,25,M.Tech,65,11,1,13,80.77,59.19,0
8200,52,BSC,25,10,14,26,90.46,70.58,1
8201,38,BSC,5,5,0,23,62.26,48.84,0
8202,38,PhD,62,11,3,26,62.38,57.78,0
8203,28,MBA,88,13,8,7,67.55,66.94,1
8204,54,BSC,74,3,0,28,95.58,80.4,1
8205,38,PhD,45,6,7,5,66.58,44.5,0
8206,22,PhD,26,14,6,17,69.26,52.7,0
8207,64,BBA,7,3,14,25,54.46,57.04,0
8208,41,MSC,51,14,13,28,93.55,68.07,1
8209,59,B.Tech,18,19,9,6,74.64,36.28,0
8210,47,MSC,41,2,2,24,73.56,58.96,0
8211,41,BBA,98,0,7,19,90.89,98.51,1
8212,22,B.Tech,75,18,3,16,50.79,51.47,0
8213,48,BBA,31,17,8,15,86.99,61.8,1
8214,23,PhD,2,10,10,22,73.05,52.25,0
8215,36,BSC,6,7,9,1,79.99,40.55,0
8216,38,M.Tech,31,14,0,15,70.37,54.06,0
8217,27,BSC,89,6,7,28,86.15,96.74,1
8218,22,B.Tech,81,14,5,11,76.23,79.03,1
8219,60,MBA,35,7,4,7,62.17,44.77,0
8220,25,MBA,26,0,3,24,89.97,58.28,0
8221,34,MBA,69,4,2,12,64.57,57.96,0
8222,50,PhD,79,16,6,12,88.46,76.96,1
8223,46,M.Tech,52,5,7,16,78.01,60.07,1
8224,61,B.Tech,8,11,4,23,58.14,33.31,0
8225,62,MBA,62,19,3,5,94.58,78.24,1
8226,41,M.Tech,70,14,9,6,90.79,66.31,1
8227,37,B.Tech,47,3,11,24,55.92,53.84,0
8228,42,BBA,6,5,9,16,61.81,44.16,0
8229,26,MSC,61,15,0,10,81.22,56.6,0
8230,22,BSC,12,10,12,19,75.28,58.44,0
8231,30,B.Tech,16,5,9,23,81.0,54.56,0
8232,40,MSC,13,10,14,28,76.49,61.77,1
8233,30,BBA,10,15,7,7,97.62,49.19,0
8234,61,B.Tech,18,10,4,5,98.92,49.41,0
8235,24,MSC,94,11,1,10,94.03,78.1,1
8236,50,MBA,34,4,1,4,74.58,45.96,0
8237,56,BSC,72,11,6,28,64.45,78.78,1
8238,26,B.Tech,20,9,5,19,61.85,52.48,0
8239,33,BBA,4,16,9,18,56.19,43.27,0
8240,26,PhD,81,7,8,23,78.68,84.35,1
8241,45,MBA,35,0,12,11,52.75,42.5,0
8242,28,BBA,47,16,13,24,62.38,59.9,0
8243,59,MBA,56,19,8,23,74.59,60.71,1
8244,60,B.Tech,6,14,4,6,65.98,38.14,0
8245,29,BSC,59,16,14,12,81.46,74.65,1
8246,32,BSC,23,12,6,14,63.27,49.4,0
8247,62,BSC,76,14,0,23,91.66,76.6,1
8248,44,M.Tech,8,6,11,14,84.22,42.89,0
8249,60,MBA,99,19,3,20,98.76,91.07,1
8250,21,BBA,94,9,1,3,51.09,61.6,1
8251,42,M.Tech,73,11,0,16,77.32,80.53,1
8252,37,M.Tech,36,7,12,28,69.29,63.92,1
8253,46,M.Tech,15,15,4,8,75.84,35.62,0
8254,34,MBA,50,5,3,4,81.79,66.33,1
8255,54,BSC,84,12,6,15,59.77,76.02,1
8256,27,BSC,95,4,3,29,52.48,83.59,1
8257,31,B.Tech,16,10,9,23,51.45,46.07,0
8258,29,PhD,79,6,9,11,52.18,56.49,0
8259,47,BBA,65,10,9,5,74.71,69.78,1
8260,62,PhD,89,8,6,16,55.92,72.34,1
8261,54,M.Tech,25,14,14,2,87.26,56.33,0
8262,56,MBA,32,13,9,2,98.92,56.9,0
8263,29,M.Tech,86,1,9,5,92.87,86.78,1
8264,53,BSC,11,5,6,6,89.89,59.31,0
8265,35,M.Tech,66,9,11,1,50.74,56.52,0
8266,37,MSC,39,14,8,24,92.34,63.42,1
8267,52,PhD,17,5,14,15,66.5,40.91,0
8268,60,PhD,63,8,1,22,88.19,80.05,1
8269,59,PhD,57,17,8,12,84.85,72.71,1
8270,23,BBA,79,14,2,26,97.67,75.1,1
8271,36,PhD,33,8,12,1,78.05,46.49,0
8272,25,B.Tech,27,18,12,27,71.72,61.36,1
8273,27,MBA,69,18,3,4,92.55,68.61,1
8274,50,MSC,56,16,4,29,78.18,67.42,1
8275,32,BBA,17,1,11,22,92.85,62.48,1
8276,30,BSC,2,10,7,24,98.42,63.66,1
8277,28,BSC,33,17,1,10,80.48,47.69,0
8278,34,BBA,95,6,5,6,61.66,71.43,1
8279,61,MBA,16,8,1,5,97.02,57.32,0
8280,59,M.Tech,39,4,13,3,92.16,60.43,1
8281,23,BSC,47,2,4,1,66.84,49.54,0
8282,31,B.Tech,8,11,3,17,91.92,48.89,0
8283,34,BBA,38,10,3,19,70.86,51.3,0
8284,30,BBA,42,2,4,26,98.21,74.87,1
8285,36,MBA,82,9,3,24,53.51,66.33,1
8286,56,MSC,78,10,8,8,60.61,68.53,1
8287,32,B.Tech,35,3,12,16,78.44,62.03,1
8288,48,BSC,35,2,6,13,85.78,56.47,0
8289,50,MSC,69,12,13,22,66.54,76.8,1
8290,43,MSC,80,14,11,3,88.84,67.78,1
8291,63,BBA,23,5,9,16,60.66,44.47,0
8292,41,B.Tech,20,7,7,3,60.52,46.64,0
8293,44,BBA,68,12,0,25,54.06,55.43,0
8294,51,BSC,55,15,0,15,98.64,68.47,1
8295,55,M.Tech,27,6,10,23,76.05,58.39,0
8296,44,MBA,89,11,4,13,52.65,58.32,0
8297,54,B.Tech,37,11,0,6,93.82,68.49,1
8298,41,B.Tech,93,12,14,25,85.5,90.33,1
8299,36,B.Tech,37,14,2,1,70.53,48.54,0
8300,27,MBA,78,2,4,14,56.67,66.02,1
8301,27,MSC,69,1,9,21,81.24,68.32,1
8302,49,BBA,69,16,13,22,64.55,66.5,1
8303,51,MBA,51,10,7,8,61.72,60.21,1
8304,63,B.Tech,98,2,9,6,84.72,87.78,1
8305,59,MSC,40,10,1,14,97.37,63.24,1
8306,56,M.Tech,5,18,13,12,80.89,53.57,0
8307,37,BBA,55,7,1,13,78.83,63.26,1
8308,56,PhD,69,16,4,21,88.83,69.36,1
8309,61,MBA,96,15,4,19,63.88,68.74,1
8310,30,PhD,10,10,14,17,64.47,51.8,0
8311,55,B.Tech,17,17,2,8,54.09,32.52,0
8312,34,MBA,98,1,2,10,60.57,81.02,1
8313,59,B.Tech,29,15,5,9,53.47,46.72,0
8314,22,PhD,24,16,11,23,51.16,48.95,0
8315,30,PhD,75,3,1,5,80.27,76.06,1
8316,28,B.Tech,5,15,14,11,91.27,42.45,0
8317,42,B.Tech,57,18,3,1,83.97,57.57,0
8318,45,BBA,6,14,14,10,94.6,47.92,0
8319,26,MSC,53,14,3,13,63.88,57.03,0
8320,28,MSC,6,10,10,27,98.79,51.04,0
8321,30,M.Tech,96,8,6,22,52.15,76.53,1
8322,30,PhD,39,7,0,27,99.07,66.73,1
8323,48,MBA,64,10,11,14,55.44,60.2,1
8324,47,M.Tech,14,19,9,19,67.43,52.6,0
8325,31,BBA,88,5,1,16,65.39,65.49,1
8326,22,PhD,49,9,2,19,87.21,72.23,1
8327,34,M.Tech,10,17,0,17,52.86,30.06,0
8328,41,BSC,90,18,11,13,89.79,77.38,1
8329,31,B.Tech,76,3,12,8,87.36,75.08,1
8330,45,BSC,13,4,7,4,66.87,45.22,0
8331,27,BSC,1,8,11,3,87.99,42.13,0
8332,54,BSC,80,8,0,20,93.52,79.13,1
8333,48,M.Tech,41,4,8,21,63.34,51.96,0
8334,22,MBA,28,15,8,19,97.6,59.07,0
8335,49,B.Tech,21,13,10,3,62.92,35.36,0
8336,40,BBA,27,2,6,15,76.04,64.22,1
8337,26,MSC,75,15,2,21,60.1,58.18,0
8338,36,MSC,38,13,9,9,80.43,48.41,0
8339,43,MSC,95,8,9,23,68.39,78.08,1
8340,58,PhD,19,18,10,9,77.57,49.25,0
8341,26,BBA,8,18,12,14,76.37,38.56,0
8342,64,MBA,3,13,2,7,50.75,25.28,0
8343,23,MSC,86,19,6,6,90.33,79.63,1
8344,56,BBA,97,14,8,3,86.12,82.33,1
8345,39,BSC,72,15,8,1,74.55,69.81,1
8346,39,PhD,5,7,11,27,65.11,46.9,0
8347,36,M.Tech,15,7,1,13,57.28,44.24,0
8348,29,MSC,1,16,10,16,81.31,39.58,0
8349,53,MSC,99,2,11,18,61.46,90.79,1
8350,31,MBA,30,2,12,27,63.24,57.76,0
8351,34,MSC,97,18,4,22,61.56,69.21,1
8352,46,BBA,72,16,2,14,91.84,67.45,1
8353,54,BBA,94,4,13,25,73.86,81.81,1
8354,57,B.Tech,91,1,5,18,71.67,75.27,1
8355,63,BSC,91,8,1,12,86.35,82.23,1
8356,56,M.Tech,64,1,11,21,62.16,60.57,1
8357,22,MSC,75,8,3,20,57.98,72.46,1
8358,33,BSC,22,8,5,11,56.26,36.85,0
8359,45,M.Tech,2,9,5,19,58.42,38.08,0
8360,42,B.Tech,15,5,8,25,60.19,39.57,0
8361,47,MSC,34,11,13,7,64.32,59.38,0
8362,35,PhD,65,2,14,11,66.87,69.94,1
8363,64,M.Tech,94,15,11,7,53.04,61.27,1
8364,30,MBA,50,16,0,2,61.48,45.69,0
8365,56,MSC,14,15,10,18,87.31,57.6,0
8366,21,BSC,47,0,6,27,52.24,61.82,1
8367,22,MSC,4,0,0,29,64.83,39.87,0
8368,57,MSC,98,1,6,24,59.19,81.54,1
8369,37,B.Tech,73,12,5,9,86.51,66.61,1
8370,61,MBA,14,12,2,22,89.71,62.79,1
8371,47,BBA,58,15,0,24,97.75,79.05,1
8372,56,MBA,27,14,11,11,55.33,51.9,0
8373,60,PhD,38,6,11,9,70.66,64.06,1
8374,46,MSC,86,11,2,13,98.61,83.69,1
8375,39,B.Tech,58,10,12,24,67.93,58.32,0
8376,53,BSC,69,9,8,9,55.73,69.52,1
8377,21,BBA,76,17,14,11,90.88,71.18,1
8378,22,B.Tech,52,8,9,9,75.14,53.25,0
8379,64,BSC,84,7,9,6,82.86,72.99,1
8380,33,MBA,43,19,4,2,97.2,67.48,1
8381,56,PhD,87,12,1,23,52.33,77.09,1
8382,59,M.Tech,51,1,0,15,98.52,78.14,1
8383,41,B.Tech,88,10,6,13,52.85,62.65,1
8384,48,PhD,7,19,10,28,87.6,63.16,1
8385,46,MSC,85,19,0,2,50.12,51.67,0
8386,44,MBA,97,18,4,14,93.62,83.55,1
8387,28,M.Tech,71,6,7,9,72.79,74.74,1
8388,24,MSC,58,16,3,18,51.18,46.47,0
8389,28,MSC,70,2,7,7,55.19,55.59,0
8390,42,PhD,80,18,8,12,78.19,70.53,1
8391,52,B.Tech,54,14,9,14,97.16,79.87,1
8392,47,B.Tech,2,5,9,7,62.03,45.36,0
8393,48,MBA,4,13,0,2,92.52,39.87,0
8394,62,PhD,24,12,7,15,73.86,59.97,0
8395,24,PhD,45,8,12,21,54.7,56.44,0
8396,31,M.Tech,53,9,12,15,80.34,56.32,0
8397,55,B.Tech,71,2,8,18,69.24,66.78,1
8398,61,MSC,16,14,7,2,57.47,34.22,0
8399,21,B.Tech,4,6,3,7,83.37,41.52,0
8400,38,PhD,2,5,14,7,77.32,41.73,0
8401,23,MSC,46,5,6,21,72.65,67.45,1
8402,44,BSC,18,16,3,11,75.92,42.16,0
8403,52,PhD,21,0,12,9,86.28,60.98,1
8404,57,B.Tech,68,4,0,18,82.49,68.88,1
8405,32,MBA,52,9,9,12,96.15,66.26,1
8406,60,M.Tech,68,10,0,20,84.68,83.74,1
8407,45,MBA,16,1,14,2,80.07,39.24,0
8408,42,B.Tech,17,9,13,13,81.34,57.28,0
8409,29,PhD,20,5,8,29,58.21,44.42,0
8410,55,BSC,39,8,4,22,58.01,54.49,0
8411,56,M.Tech,27,3,7,20,83.3,71.51,1
8412,40,M.Tech,71,19,0,24,94.96,79.88,1
8413,54,MBA,41,6,3,2,96.06,71.58,1
8414,47,MBA,90,4,12,25,93.03,84.33,1
8415,58,B.Tech,90,3,7,2,87.47,79.58,1
8416,44,MBA,25,10,13,28,79.79,71.08,1
8417,23,PhD,70,0,5,16,90.33,79.5,1
8418,36,BBA,3,7,1,26,59.34,35.47,0
8419,41,B.Tech,47,13,7,18,84.22,66.99,1
8420,58,BBA,39,12,8,18,96.44,69.79,1
8421,50,B.Tech,14,12,1,8,79.55,46.48,0
8422,25,MSC,13,19,0,5,89.77,35.13,0
8423,28,BBA,78,13,1,20,80.35,64.85,1
8424,55,MBA,13,3,11,1,64.55,31.16,0
8425,45,MBA,73,4,13,12,55.94,65.45,1
